CustomerID,PurchaseDate,MonetaryValue
282,2021-01-28,462.38
283,2021-02-08,479.92
284,2021-01-29,271.68
284,2021-03-01,440.94
285,2021-01-30,248.36
286,2021-02-04,481.56
286,2021-03-08,446.21
287,2021-01-29,255.95
287,2021-03-04,306.48
287,2021-04-02,284.35
287,2021-05-02,248.34
287,2021-06-05,257.42
287,2021-06-30,96.44
287,2021-07-28,408.24
287,2021-08-28,275.46
288,2021-01-25,474.24
288,2021-02-22,217.45
288,2021-03-18,14.56
288,2021-04-10,226.77
288,2021-05-06,32.57
288,2021-06-12,276.5
289,2021-02-09,280.65
289,2021-03-07,34.75
289,2021-04-13,31.5
289,2021-05-09,362.98
290,2021-01-25,438.75
290,2021-02-22,157.71
290,2021-03-26,56.33
291,2021-01-31,251.46
291,2021-03-06,88.75
292,2021-01-27,58.75
292,2021-03-07,306.05
292,2021-04-11,69.27
292,2021-05-11,48.56
292,2021-06-09,268.38
292,2021-07-09,207.36
292,2021-07-29,298.52
292,2021-09-01,53.72
292,2021-09-26,221.18
292,2021-10-26,95.65
292,2021-11-13,493.68
292,2021-12-13,284.96
292,2022-01-15,346.84
292,2022-02-10,169.45
292,2022-03-09,56.42
292,2022-04-09,488.18
292,2022-05-04,150.27
292,2022-06-02,217.67
292,2022-07-02,328.43
292,2022-08-02,22.1
292,2022-09-04,407.03
293,2021-02-01,235.45
293,2021-02-26,104.79
293,2021-03-22,113.08
293,2021-04-20,21.29
293,2021-05-20,449.41
293,2021-06-13,113.25
293,2021-07-07,121.49
293,2021-08-05,147.0
293,2021-08-27,72.43
293,2021-09-29,323.24
294,2021-02-02,189.97
294,2021-03-03,457.77
294,2021-04-04,190.46
294,2021-04-30,192.99
295,2021-02-07,437.06
295,2021-03-09,228.9
296,2021-02-14,289.05
296,2021-03-08,431.95
297,2021-01-24,37.63
297,2021-03-07,191.0
297,2021-04-08,257.85
297,2021-05-03,284.57
298,2021-01-22,255.1
299,2021-01-27,104.09
299,2021-03-10,421.6
299,2021-04-08,365.21
299,2021-05-02,448.43
299,2021-06-04,67.6
299,2021-07-04,495.21
299,2021-08-04,112.61
299,2021-09-04,15.77
299,2021-10-07,498.74
299,2021-11-06,147.73
299,2021-12-10,337.33
300,2021-01-28,225.81
300,2021-02-25,451.58
300,2021-03-24,377.83
300,2021-04-22,249.42
300,2021-05-16,305.58
300,2021-06-17,169.53
301,2021-01-25,408.04
301,2021-02-19,378.68
301,2021-03-11,379.12
302,2021-01-31,324.97
303,2021-01-21,184.09
303,2021-02-20,34.09
303,2021-03-13,25.22
303,2021-04-09,281.55
303,2021-05-05,383.4
303,2021-06-07,273.32
303,2021-07-04,421.98
303,2021-08-07,26.38
304,2021-02-01,376.64
305,2021-01-24,305.84
305,2021-02-14,90.33
305,2021-03-11,370.62
306,2021-01-25,201.85
306,2021-02-23,359.53
306,2021-03-21,333.12
306,2021-04-14,316.1
307,2021-01-28,177.11
308,2021-02-02,469.06
309,2021-01-26,221.44
310,2021-02-04,56.58
310,2021-03-17,108.23
311,2021-01-29,158.58
311,2021-02-27,352.02
311,2021-04-04,397.23
311,2021-05-04,154.92
312,2021-01-26,413.1
312,2021-02-19,112.92
312,2021-03-29,203.1
312,2021-04-30,165.14
312,2021-05-17,206.08
312,2021-06-17,83.74
313,2021-01-27,129.95
313,2021-02-21,343.49
313,2021-03-16,69.42
313,2021-04-15,65.74
313,2021-05-16,211.37
314,2021-01-25,196.89
314,2021-02-26,79.03
314,2021-03-20,316.22
314,2021-04-17,367.15
314,2021-05-19,466.64
315,2021-01-24,453.87
315,2021-02-20,262.96
315,2021-03-24,85.34
315,2021-04-25,461.65
316,2021-02-05,144.27
316,2021-03-13,164.27
317,2021-02-03,421.31
317,2021-03-06,229.6
317,2021-04-01,321.98
318,2021-01-31,356.69
318,2021-02-28,25.28
318,2021-04-05,436.4
318,2021-05-10,77.94
318,2021-06-05,72.38
318,2021-06-27,96.08
318,2021-07-26,480.53
319,2021-02-12,297.07
319,2021-03-11,488.28
319,2021-04-09,270.83
319,2021-05-12,453.61
319,2021-06-13,50.69
319,2021-07-13,103.62
319,2021-08-07,225.97
319,2021-09-10,296.53
319,2021-10-17,409.95
320,2021-01-29,72.2
320,2021-02-23,467.47
320,2021-03-21,435.0
320,2021-04-22,124.47
321,2021-01-27,472.08
321,2021-02-28,399.59
321,2021-04-08,98.81
321,2021-05-08,358.88
322,2021-01-30,13.33
322,2021-03-06,84.94
322,2021-04-07,43.81
322,2021-05-11,497.94
323,2021-01-29,285.79
323,2021-02-26,163.55
323,2021-03-24,154.6
323,2021-04-17,369.37
323,2021-05-15,436.93
323,2021-06-07,104.36
323,2021-07-01,57.83
323,2021-07-29,449.92
324,2021-01-30,357.98
324,2021-02-20,341.9
324,2021-03-27,21.97
325,2021-02-09,315.14
326,2021-01-25,410.27
327,2021-01-31,174.42
327,2021-03-01,488.25
328,2021-02-03,387.95
329,2021-01-17,175.5
330,2021-01-31,414.4
330,2021-02-25,71.71
331,2021-02-11,394.69
332,2021-02-02,427.7
333,2021-02-06,232.15
334,2021-01-30,232.7
334,2021-03-02,112.55
334,2021-03-27,11.82
334,2021-04-26,128.34
334,2021-06-02,259.76
334,2021-07-03,196.18
334,2021-08-06,229.76
334,2021-09-06,490.52
334,2021-10-19,181.63
334,2021-11-19,231.57
335,2021-01-27,73.87
336,2021-02-14,330.47
336,2021-03-15,213.95
337,2021-01-29,328.55
337,2021-02-24,330.29
337,2021-03-22,478.55
337,2021-04-17,11.48
337,2021-05-13,131.49
337,2021-06-19,464.62
338,2021-02-06,302.13
338,2021-03-19,458.81
338,2021-04-12,151.09
338,2021-05-09,100.91
338,2021-06-01,329.32
339,2021-01-30,458.15
339,2021-03-02,54.61
339,2021-04-06,327.62
339,2021-05-15,212.47
339,2021-06-19,208.75
339,2021-07-18,342.98
339,2021-08-20,42.88
339,2021-09-17,300.92
339,2021-10-15,388.3
340,2021-02-09,178.81
340,2021-03-07,40.16
340,2021-04-02,142.29
340,2021-04-22,386.53
341,2021-02-03,207.42
342,2021-02-07,88.94
342,2021-03-07,498.05
342,2021-04-08,98.2
342,2021-04-30,256.25
342,2021-06-12,425.72
343,2021-01-29,362.12
343,2021-03-05,114.73
343,2021-04-06,106.51
343,2021-05-02,212.25
343,2021-05-31,121.61
344,2021-01-30,254.01
345,2021-01-24,39.44
346,2021-01-25,119.25
346,2021-02-25,102.15
347,2021-02-01,364.55
347,2021-03-13,404.93
347,2021-04-07,151.85
347,2021-05-11,335.42
348,2021-01-28,70.55
348,2021-02-25,59.5
348,2021-03-25,308.76
348,2021-04-20,106.28
348,2021-05-16,133.2
348,2021-06-05,95.05
348,2021-07-07,479.34
348,2021-07-25,428.76
348,2021-08-17,122.94
349,2021-02-05,361.15
349,2021-03-01,224.27
349,2021-04-01,207.74
349,2021-04-26,77.11
349,2021-05-23,258.32
349,2021-06-21,72.01
349,2021-07-12,243.54
349,2021-07-31,384.17
350,2021-01-17,178.09
350,2021-02-14,211.24
350,2021-03-18,363.0
350,2021-04-15,260.65
350,2021-05-08,472.35
350,2021-06-04,30.52
350,2021-07-02,256.5
351,2021-02-09,348.01
352,2021-02-02,339.04
352,2021-03-03,12.14
352,2021-03-30,463.08
353,2021-02-06,143.51
353,2021-03-11,417.57
354,2021-02-04,311.46
354,2021-03-08,415.74
354,2021-04-02,87.18
354,2021-05-02,301.22
354,2021-06-02,300.87
355,2021-02-02,447.83
356,2021-02-07,302.27
356,2021-03-05,144.74
356,2021-04-10,49.03
356,2021-05-07,220.51
356,2021-06-13,281.62
356,2021-07-09,171.09
356,2021-08-11,363.01
356,2021-09-11,325.45
357,2021-01-29,189.81
357,2021-03-01,51.11
357,2021-03-28,35.62
357,2021-04-27,134.19
357,2021-06-05,46.38
357,2021-07-04,60.85
357,2021-07-31,408.33
357,2021-08-31,29.05
358,2021-02-01,188.31
358,2021-03-02,418.3
359,2021-01-27,204.64
360,2021-02-07,108.57
361,2021-01-31,444.43
362,2021-02-04,332.15
362,2021-03-05,448.58
362,2021-04-01,202.55
362,2021-05-03,481.26
362,2021-06-02,213.74
362,2021-07-09,304.53
362,2021-08-19,357.8
362,2021-09-23,475.79
362,2021-10-16,129.86
362,2021-11-21,375.6
362,2022-01-01,265.2
362,2022-01-30,141.59
362,2022-03-09,390.54
363,2021-02-14,429.15
363,2021-03-14,25.62
363,2021-04-11,47.29
363,2021-05-11,144.22
363,2021-06-04,107.94
363,2021-07-06,123.61
363,2021-08-14,400.99
363,2021-09-11,285.93
363,2021-10-18,12.83
363,2021-11-13,220.37
364,2021-02-08,171.41
364,2021-03-01,273.07
364,2021-04-03,456.29
364,2021-05-02,424.81
364,2021-06-11,72.47
364,2021-07-14,55.58
364,2021-08-02,298.74
365,2021-02-04,464.69
366,2021-02-03,320.43
366,2021-03-14,131.78
366,2021-04-08,159.04
367,2021-01-31,49.1
367,2021-03-08,214.81
367,2021-04-03,472.03
367,2021-04-30,363.54
367,2021-05-28,53.18
367,2021-06-23,424.7
368,2021-02-01,252.58
368,2021-03-11,424.8
368,2021-04-21,257.53
369,2021-01-28,65.07
369,2021-02-28,180.39
369,2021-03-28,439.45
369,2021-04-22,108.81
369,2021-05-21,48.34
369,2021-06-24,396.18
369,2021-07-30,419.39
369,2021-08-28,89.7
369,2021-09-22,428.63
369,2021-10-19,346.52
369,2021-11-19,264.84
369,2021-12-21,416.82
370,2021-02-01,346.59
370,2021-02-21,154.06
370,2021-03-21,284.35
370,2021-04-21,157.45
370,2021-05-17,91.9
370,2021-06-11,209.52
370,2021-07-10,123.81
371,2021-01-30,155.77
371,2021-02-25,155.21
371,2021-04-06,365.53
371,2021-05-04,122.61
371,2021-05-30,10.44
371,2021-06-23,360.47
372,2021-02-04,102.58
372,2021-03-05,431.12
373,2021-01-31,101.3
373,2021-03-02,58.87
373,2021-03-27,188.03
373,2021-04-22,255.66
373,2021-05-18,31.26
373,2021-06-25,180.75
374,2021-02-10,167.95
374,2021-03-03,309.09
374,2021-03-27,470.16
374,2021-04-16,339.15
374,2021-05-10,46.63
374,2021-06-09,235.74
375,2021-02-02,300.65
376,2021-02-13,414.11
376,2021-03-19,207.06
376,2021-04-24,60.17
376,2021-05-27,40.14
376,2021-06-16,35.15
376,2021-07-14,196.27
376,2021-08-21,175.25
377,2021-02-05,184.25
378,2021-01-31,205.27
379,2021-02-04,452.67
380,2021-01-29,335.76
380,2021-03-07,150.23
380,2021-03-31,107.47
381,2021-01-24,132.15
381,2021-02-28,120.19
381,2021-03-25,264.53
382,2021-01-28,117.45
383,2021-01-21,94.58
383,2021-02-20,11.29
383,2021-03-28,230.94
383,2021-04-23,182.69
383,2021-05-22,281.91
383,2021-06-20,102.14
383,2021-07-24,431.24
383,2021-08-28,136.3
383,2021-10-02,120.95
384,2021-01-30,71.57
384,2021-03-07,77.81
385,2021-01-28,26.16
386,2021-01-23,188.97
386,2021-02-17,202.46
386,2021-03-20,350.86
386,2021-04-27,469.56
386,2021-05-21,275.76
386,2021-06-14,386.52
386,2021-07-13,53.71
386,2021-08-10,113.47
387,2021-02-01,188.56
387,2021-03-02,182.97
387,2021-03-27,321.82
387,2021-04-27,378.12
387,2021-05-27,342.47
387,2021-06-22,107.22
387,2021-07-25,252.05
388,2021-01-23,209.34
388,2021-02-18,425.51
388,2021-03-16,190.15
389,2021-01-31,150.17
389,2021-02-27,263.25
389,2021-03-29,139.05
389,2021-05-01,112.83
389,2021-05-26,303.56
390,2021-01-29,339.96
391,2021-01-23,192.77
391,2021-02-28,82.91
392,2021-01-28,307.14
393,2021-02-02,228.06
394,2021-02-11,334.06
395,2021-02-03,227.19
395,2021-02-27,101.26
395,2021-04-02,247.82
395,2021-05-03,416.79
395,2021-06-03,475.8
395,2021-07-07,320.78
395,2021-07-30,183.41
395,2021-09-11,305.63
396,2021-01-28,13.41
396,2021-02-20,127.66
396,2021-04-03,59.4
396,2021-05-01,137.5
396,2021-06-02,96.75
396,2021-07-10,23.97
396,2021-08-06,455.56
397,2021-02-01,10.46
397,2021-02-24,381.0
397,2021-03-31,492.75
398,2021-02-05,489.46
398,2021-03-03,298.33
398,2021-03-28,282.91
398,2021-04-30,331.34
398,2021-06-04,253.54
398,2021-06-29,25.71
399,2021-01-29,137.99
399,2021-02-26,260.83
399,2021-03-23,166.61
399,2021-04-19,92.13
400,2021-02-02,412.35
400,2021-03-12,251.59
401,2021-01-23,463.07
401,2021-02-23,204.82
402,2021-01-26,399.84
403,2021-01-31,100.32
403,2021-02-23,41.77
403,2021-03-25,383.7
403,2021-04-17,219.45
404,2021-01-31,277.35
404,2021-02-24,356.33
404,2021-03-23,397.3
404,2021-04-26,104.93
404,2021-05-21,138.26
404,2021-06-17,261.17
404,2021-07-12,171.99
404,2021-08-03,431.65
404,2021-09-07,242.14
404,2021-10-08,401.79
404,2021-11-03,294.5
405,2021-01-28,343.95
405,2021-02-21,343.25
405,2021-03-19,337.85
405,2021-04-29,471.74
405,2021-05-29,413.31
406,2021-02-10,165.13
406,2021-03-18,341.82
406,2021-04-15,247.18
406,2021-05-21,489.35
406,2021-06-19,438.31
406,2021-07-12,185.94
407,2021-01-31,430.82
407,2021-03-05,72.01
407,2021-03-30,287.17
407,2021-04-29,79.61
407,2021-05-30,355.35
407,2021-06-23,453.49
407,2021-07-22,222.96
408,2021-01-21,59.18
409,2021-01-29,432.42
409,2021-02-28,447.79
409,2021-04-04,105.13
410,2021-02-02,105.88
410,2021-02-26,486.76
411,2021-01-26,214.95
411,2021-03-03,284.06
412,2021-02-06,496.95
412,2021-03-01,367.16
412,2021-03-30,476.72
412,2021-04-25,419.14
412,2021-05-22,452.42
412,2021-06-17,409.07
412,2021-07-20,234.99
413,2021-02-09,248.75
413,2021-03-10,184.16
413,2021-04-09,133.24
413,2021-05-14,350.39
413,2021-06-12,387.05
414,2021-01-26,22.91
414,2021-02-19,372.17
414,2021-03-18,165.82
415,2021-02-01,327.0
416,2021-02-07,384.48
417,2021-01-30,285.7
418,2021-01-27,430.56
418,2021-02-24,161.78
418,2021-03-30,485.94
419,2021-02-01,448.87
419,2021-02-28,403.31
419,2021-04-07,78.37
419,2021-05-06,390.62
419,2021-06-02,316.66
420,2021-01-31,334.04
421,2021-02-01,180.65
422,2021-02-02,446.81
422,2021-02-27,425.36
422,2021-04-02,496.37
422,2021-04-30,342.9
422,2021-06-03,468.98
422,2021-07-04,415.21
422,2021-08-15,423.77
423,2021-01-30,11.66
423,2021-02-28,130.19
424,2021-02-02,478.0
424,2021-03-04,104.58
424,2021-04-07,442.54
424,2021-05-06,406.64
424,2021-05-31,484.25
425,2021-01-22,281.96
425,2021-02-22,150.73
426,2021-01-26,246.4
426,2021-02-28,302.7
426,2021-03-29,241.51
426,2021-04-26,352.17
426,2021-05-28,222.51
426,2021-07-02,109.11
426,2021-07-26,114.83
426,2021-08-20,12.84
426,2021-09-20,157.47
426,2021-10-19,376.97
426,2021-11-20,399.14
426,2021-12-13,109.21
426,2022-01-16,479.93
426,2022-02-02,256.18
426,2022-02-27,459.32
426,2022-03-30,356.31
427,2021-01-24,328.93
427,2021-02-21,242.87
427,2021-03-14,428.76
427,2021-04-09,240.97
427,2021-05-10,435.63
427,2021-06-12,152.87
427,2021-07-15,73.12
427,2021-08-14,429.1
427,2021-09-06,297.83
427,2021-10-13,445.66
427,2021-11-04,469.54
427,2021-12-05,36.28
428,2021-01-24,258.19
428,2021-03-07,52.05
429,2021-02-01,149.42
429,2021-02-28,411.42
429,2021-03-22,49.15
429,2021-04-12,429.19
429,2021-05-12,55.03
430,2021-01-28,329.15
430,2021-03-04,109.21
430,2021-04-01,446.16
430,2021-05-07,430.93
431,2021-01-28,292.77
431,2021-02-22,437.74
432,2021-01-26,314.93
433,2021-01-25,114.78
433,2021-02-15,28.51
433,2021-03-15,31.08
433,2021-04-21,436.33
433,2021-05-21,342.41
433,2021-06-14,333.66
433,2021-07-17,311.17
433,2021-08-28,426.12
433,2021-10-01,245.33
433,2021-11-04,436.5
433,2021-12-07,186.13
433,2022-01-04,464.09
434,2021-02-02,199.34
434,2021-03-02,209.1
434,2021-04-15,91.75
434,2021-05-25,21.31
434,2021-06-22,75.36
434,2021-07-22,330.76
434,2021-08-14,403.12
434,2021-09-17,494.22
434,2021-10-19,179.72
434,2021-11-23,303.7
434,2022-01-02,469.2
434,2022-02-05,91.85
435,2021-01-29,270.24
436,2021-02-02,396.77
436,2021-03-13,270.84
436,2021-04-17,153.22
436,2021-05-16,331.33
436,2021-06-21,324.39
436,2021-07-17,112.65
436,2021-08-14,24.89
437,2021-01-29,364.01
438,2021-02-03,161.87
439,2021-01-29,112.29
439,2021-02-25,248.05
439,2021-03-30,52.13
439,2021-04-26,423.23
439,2021-05-23,361.82
440,2021-02-01,111.31
440,2021-02-22,314.6
440,2021-03-26,72.83
441,2021-02-02,22.16
441,2021-03-13,198.05
442,2021-02-03,269.26
442,2021-02-22,439.34
442,2021-04-02,236.62
442,2021-04-28,146.93
442,2021-05-30,123.17
442,2021-06-23,438.38
443,2021-02-07,158.28
443,2021-03-17,310.03
444,2021-01-24,483.24
444,2021-02-15,14.04
444,2021-03-13,441.06
444,2021-04-16,107.87
445,2021-02-04,234.45
446,2021-02-13,32.88
446,2021-03-05,473.14
446,2021-04-03,163.73
446,2021-05-08,226.87
446,2021-06-05,66.17
446,2021-07-06,420.09
447,2021-01-29,144.2
447,2021-03-07,302.84
447,2021-04-18,401.64
447,2021-05-25,75.36
448,2021-02-04,205.33
448,2021-03-03,68.62
448,2021-03-28,214.19
448,2021-05-06,45.65
448,2021-06-04,58.4
448,2021-07-03,213.8
448,2021-08-05,159.64
448,2021-09-06,463.52
448,2021-10-02,194.1
448,2021-10-29,381.35
448,2021-11-27,269.82
448,2022-01-02,355.0
448,2022-02-02,137.46
449,2021-01-31,432.27
449,2021-03-08,95.4
449,2021-04-17,314.72
449,2021-05-13,22.24
449,2021-06-11,205.76
449,2021-07-19,493.12
450,2021-02-02,308.84
450,2021-03-07,365.79
450,2021-03-26,164.09
450,2021-04-24,416.16
451,2021-01-29,499.67
451,2021-03-11,161.09
451,2021-04-15,443.4
451,2021-05-03,341.35
452,2021-02-07,357.57
452,2021-03-11,428.74
453,2021-01-22,202.55
454,2021-01-30,11.93
454,2021-03-13,252.78
454,2021-04-06,59.11
454,2021-05-09,379.64
454,2021-06-07,145.28
454,2021-07-06,227.39
455,2021-02-06,394.38
455,2021-03-16,342.57
455,2021-04-18,241.67
456,2021-01-26,419.87
457,2021-01-26,44.97
457,2021-02-22,382.67
457,2021-03-17,247.93
457,2021-04-05,178.02
458,2021-01-31,95.75
458,2021-03-08,445.95
458,2021-04-03,308.26
458,2021-05-01,475.64
458,2021-05-29,499.39
459,2021-02-06,174.99
460,2021-01-25,252.8
460,2021-02-23,62.24
460,2021-03-22,179.33
460,2021-04-22,82.71
460,2021-05-18,321.66
460,2021-06-08,475.25
461,2021-01-31,129.59
461,2021-02-28,66.0
461,2021-03-23,271.34
461,2021-04-17,430.42
461,2021-05-16,371.01
461,2021-06-17,115.65
461,2021-07-14,205.66
461,2021-08-07,258.87
462,2021-02-02,15.01
463,2021-01-27,496.08
463,2021-03-02,99.62
463,2021-04-08,240.42
463,2021-05-10,437.29
464,2021-01-23,24.79
465,2021-02-04,232.49
465,2021-03-09,402.59
465,2021-04-14,388.12
465,2021-05-25,460.57
466,2021-02-01,487.03
466,2021-03-11,151.09
467,2021-02-09,49.83
467,2021-03-22,20.21
468,2021-01-30,10.08
468,2021-03-01,361.94
469,2021-01-23,154.95
470,2021-01-31,464.01
471,2021-01-27,20.3
472,2021-01-25,73.18
472,2021-02-15,127.41
473,2021-02-13,136.29
473,2021-03-12,378.38
473,2021-04-10,56.54
474,2021-01-30,11.84
475,2021-02-12,480.41
476,2021-01-30,419.99
476,2021-02-26,95.53
476,2021-03-23,44.7
477,2021-02-01,224.17
477,2021-03-03,70.7
477,2021-04-03,286.58
477,2021-05-04,476.63
477,2021-06-01,398.57
477,2021-07-05,293.56
477,2021-07-29,326.93
477,2021-08-30,465.98
477,2021-09-29,219.89
478,2021-02-07,113.41
478,2021-03-10,46.42
479,2021-01-24,403.01
479,2021-02-17,396.59
479,2021-03-23,382.4
479,2021-04-27,181.01
479,2021-05-31,232.39
479,2021-06-24,301.53
479,2021-07-20,487.23
479,2021-08-09,170.5
480,2021-01-23,73.41
480,2021-02-27,133.32
480,2021-04-05,220.48
480,2021-05-08,248.85
480,2021-06-09,77.63
481,2021-02-01,306.71
481,2021-03-05,247.54
481,2021-04-05,61.83
481,2021-05-12,146.18
481,2021-06-14,446.25
482,2021-01-30,471.22
483,2021-01-28,383.72
484,2021-01-30,45.95
484,2021-02-21,105.96
485,2021-01-23,187.99
485,2021-03-02,309.21
485,2021-03-24,68.43
485,2021-05-03,462.78
485,2021-05-17,48.06
485,2021-06-21,465.7
485,2021-07-26,356.5
485,2021-08-26,171.56
485,2021-09-30,201.47
485,2021-10-28,373.0
486,2021-01-27,219.45
486,2021-02-22,211.07
487,2021-02-02,257.51
488,2021-02-03,297.81
488,2021-02-27,108.48
488,2021-03-28,397.14
489,2021-01-23,397.07
489,2021-02-27,41.48
489,2021-03-26,105.09
489,2021-04-24,331.51
490,2021-01-24,308.26
490,2021-02-20,84.8
491,2021-02-04,291.34
491,2021-03-06,255.37
492,2021-02-06,374.43
492,2021-03-01,268.75
493,2021-01-23,477.9
493,2021-02-27,246.84
493,2021-03-28,172.53
493,2021-04-30,98.93
493,2021-05-31,129.78
493,2021-07-08,418.1
494,2021-02-07,410.26
495,2021-02-05,116.66
496,2021-02-03,193.42
497,2021-01-26,120.87
498,2021-01-25,491.42
499,2021-02-02,299.92
499,2021-03-06,16.2
500,2021-02-03,344.65
500,2021-02-24,322.32
500,2021-04-07,441.85
500,2021-04-29,297.15
500,2021-05-31,391.51
500,2021-06-23,131.87
500,2021-07-25,342.31
501,2021-01-23,384.88
501,2021-02-19,474.48
501,2021-03-19,361.25
501,2021-04-27,441.92
501,2021-05-22,322.96
502,2021-01-31,137.92
502,2021-03-08,146.57
502,2021-04-15,455.59
503,2021-01-28,458.19
504,2021-01-26,110.0
504,2021-02-23,349.76
504,2021-03-28,459.35
504,2021-04-24,203.36
505,2021-02-01,379.07
505,2021-03-05,154.23
505,2021-04-03,384.02
505,2021-05-07,375.28
505,2021-05-27,130.46
505,2021-06-14,367.12
506,2021-02-03,419.62
506,2021-03-09,468.59
506,2021-04-12,77.11
507,2021-02-05,45.43
507,2021-03-01,374.45
507,2021-04-01,358.82
508,2021-02-01,170.33
509,2021-02-04,77.16
509,2021-03-06,94.87
509,2021-04-01,36.66
509,2021-04-25,331.76
510,2021-01-30,462.97
510,2021-03-02,383.54
510,2021-03-29,245.86
510,2021-04-30,343.23
510,2021-05-29,449.67
511,2021-01-29,397.87
512,2021-02-03,245.84
512,2021-03-11,302.36
513,2021-02-14,309.5
513,2021-03-09,467.3
514,2021-01-29,428.46
514,2021-02-26,290.1
515,2021-02-07,380.02
515,2021-03-04,403.84
515,2021-04-02,280.96
515,2021-05-16,249.39
515,2021-06-15,65.83
515,2021-07-09,51.14
515,2021-08-06,176.39
515,2021-09-04,162.31
515,2021-10-05,477.29
516,2021-02-08,93.24
516,2021-03-06,149.8
516,2021-04-12,148.49
516,2021-05-20,339.98
516,2021-06-26,18.99
516,2021-07-28,380.28
516,2021-09-03,140.02
516,2021-10-14,161.91
516,2021-11-12,268.68
516,2021-12-17,115.8
516,2022-01-16,443.39
516,2022-02-19,51.83
517,2021-02-08,126.2
517,2021-03-16,218.79
518,2021-01-20,487.42
518,2021-02-23,18.41
518,2021-03-22,474.35
518,2021-04-21,190.65
518,2021-05-19,14.94
518,2021-06-25,347.69
519,2021-02-02,29.61
519,2021-03-03,108.42
519,2021-04-05,101.14
520,2021-02-01,284.66
520,2021-03-09,490.85
520,2021-04-07,263.97
521,2021-01-27,276.68
521,2021-02-24,475.77
521,2021-03-27,316.44
521,2021-04-24,410.31
522,2021-01-26,484.74
523,2021-01-19,389.39
523,2021-02-13,359.16
524,2021-02-01,42.54
524,2021-02-26,280.4
525,2021-01-25,383.37
525,2021-03-07,138.78
525,2021-04-02,32.16
525,2021-04-24,10.92
525,2021-05-26,181.82
526,2021-01-23,203.88
527,2021-01-26,101.7
527,2021-02-24,257.05
527,2021-03-17,426.08
528,2021-01-31,12.35
529,2021-02-03,463.99
530,2021-02-08,211.81
531,2021-01-26,165.37
531,2021-03-11,274.36
531,2021-04-03,348.55
531,2021-05-06,216.46
531,2021-06-06,428.47
531,2021-07-05,388.06
531,2021-07-30,41.69
531,2021-08-26,314.35
531,2021-09-29,125.31
531,2021-11-02,283.18
531,2021-11-26,478.88
531,2021-12-28,440.74
532,2021-01-28,263.23
532,2021-03-03,114.59
533,2021-01-31,202.45
533,2021-02-24,184.71
533,2021-03-18,418.1
533,2021-04-25,31.73
533,2021-05-22,161.13
533,2021-06-24,342.91
533,2021-07-20,287.07
533,2021-08-13,223.78
533,2021-09-19,274.57
533,2021-10-26,106.82
534,2021-02-04,196.91
534,2021-03-13,184.52
535,2021-02-07,313.41
536,2021-01-25,41.27
536,2021-02-23,171.88
536,2021-03-19,123.26
537,2021-01-29,178.99
538,2021-01-26,436.18
539,2021-01-27,495.38
539,2021-03-12,147.39
539,2021-04-18,488.02
539,2021-05-22,99.44
539,2021-06-19,186.94
539,2021-07-13,378.91
539,2021-08-20,332.31
539,2021-09-25,294.75
540,2021-01-28,55.05
541,2021-01-31,224.42
542,2021-01-22,37.43
542,2021-02-16,69.3
543,2021-02-04,279.34
544,2021-01-27,59.77
544,2021-03-07,180.04
544,2021-04-03,273.74
544,2021-05-01,407.53
544,2021-05-28,116.06
544,2021-06-22,403.44
544,2021-07-23,205.82
545,2021-02-01,467.43
545,2021-02-26,268.11
545,2021-04-04,273.54
546,2021-01-26,125.16
546,2021-02-19,216.78
547,2021-02-11,82.5
547,2021-03-12,195.3
548,2021-01-31,128.42
548,2021-03-01,10.69
548,2021-03-31,284.38
548,2021-05-02,299.42
548,2021-06-01,486.3
548,2021-06-23,187.12
548,2021-07-26,203.13
548,2021-08-24,108.88
548,2021-09-23,44.56
548,2021-10-24,388.67
548,2021-11-27,132.34
548,2021-12-30,308.36
549,2021-01-25,150.41
550,2021-01-31,473.97
550,2021-02-26,152.94
550,2021-03-22,120.97
551,2021-01-30,282.88
551,2021-02-21,395.66
552,2021-02-05,176.71
553,2021-01-22,48.6
553,2021-02-24,145.68
554,2021-01-30,300.3
554,2021-03-06,381.79
555,2021-01-29,357.47
555,2021-02-24,51.53
556,2021-02-01,204.01
556,2021-03-11,143.02
556,2021-04-10,152.91
557,2021-01-27,371.37
557,2021-02-18,72.79
557,2021-03-22,260.93
557,2021-04-11,146.74
557,2021-05-09,88.97
557,2021-06-14,218.88
558,2021-01-27,439.18
559,2021-02-03,312.84
560,2021-01-31,110.27
560,2021-03-14,344.59
560,2021-04-15,384.56
560,2021-05-24,421.53
561,2021-02-06,294.31
561,2021-03-17,445.17
561,2021-04-11,242.03
562,2021-01-27,417.47
562,2021-02-20,299.81
563,2021-02-05,113.33
563,2021-02-28,126.98
564,2021-01-21,303.85
564,2021-02-17,172.76
564,2021-03-29,14.51
564,2021-05-08,108.11
564,2021-06-02,65.48
564,2021-07-10,422.93
565,2021-02-01,388.54
565,2021-03-10,140.08
565,2021-04-09,112.28
565,2021-04-29,472.69
565,2021-05-29,19.46
565,2021-06-26,483.04
565,2021-08-04,83.14
566,2021-01-23,84.87
566,2021-03-02,317.16
566,2021-04-06,46.07
566,2021-05-06,102.95
567,2021-01-26,402.31
567,2021-03-03,486.36
567,2021-04-02,115.23
567,2021-04-29,101.59
567,2021-05-30,232.92
567,2021-07-09,376.4
